학교구분,학교명,본분교,지역,주소
전문대학,대동대학교,본교,부산,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교) "
전문대학,대림대학교,본교,경기,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교) "
전문대학,대원대학교,본교,충북,"충청북도 제천시 대학로 316 (신월동, 대원대학) "
전문대학,동서울대학교,본교,경기,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학) "
전문대학,대전보건대학교,본교,대전,"대전광역시 동구 충정로 21 (가양동, 대전보건대학) "
전문대학,우송정보대학,본교,대전,대전광역시 동구 백룡로 59(자양동 101-17) 우송정보대학 
전문대학,대전과학기술대학교,본교,대전,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교) "
전문대학,아주자동차대학교,본교,충남,충청남도 보령시 주포면 대학길 106 
전문대학,인천재능대학교,본교,인천,"인천광역시 동구 재능로 178 (송림동, 재능대학) "
전문대학,경북과학대학교,본교,경북,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교) "
전문대학,동남보건대학교,본교,경기,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학) "
전문대학,동강대학교,본교,광주,"광주광역시 북구 동문대로 50 (풍향동, 동강대학) "
전문대학,동아방송예술대학교,본교,경기,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교) "
전문대학,동아보건대학교,본교,전남,"전라남도 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교) "
전문대학,동양미래대학교,본교,서울,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학) "
전문대학,동원대학교,본교,경기,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학) "
전문대학,동의과학대학교,본교,부산,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학) "
전문대학,부산보건대학교,본교,부산,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학) "
전문대학,두원공과대학교,본교,경기,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교) "
전문대학,마산대학교,본교,경남,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학) "
전문대학,명지전문대학,본교,서울,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학) "
전문대학,목포과학대학교,본교,전남,"전라남도 목포시 영산로 413-1 (상동, 목포과학대학) "
전문대학,문경대학교,본교,경북,경상북도 문경시 호계면 대학길 161 (별암리) 
전문대학,배화여자대학교,본교,서울,"서울특별시 종로구 필운대로1길 34 (필운동, 배화여자대학) "
전문대학,백제예술대학교,본교,전북,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학) "
전문대학,부산경상대학교,본교,부산,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학) "
전문대학,부산여자대학교,본교,부산,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학) "
전문대학,부산과학기술대학교,본교,부산,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교) "
전문대학,부천대학교,본교,경기,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학) "
전문대학,삼육보건대학교,본교,서울,"서울특별시 동대문구 망우로 82 (휘경동, 삼육보건대학) 삼육보건대학교"
전문대학,상지영서대학교,본교,강원,"강원도 원주시 상지대길 84 (우산동, 상지영서대학교) "
전문대학,서울예술대학교,본교,경기,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학) "
전문대학,서일대학교,본교,서울,서울특별시 중랑구 용마산로90길 28 (면목동) 
전문대학,성심외국어대학,본교,부산,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교부산캠퍼스) "
전문대학,수원여자대학교,본교,경기,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학) "
전문대학,수원과학대학교,본교,경기,"경기도 화성시 정남면 세자로 288 (보통리, 수원과학대학) "
전문대학,순천제일대학교,본교,전남,"전라남도 순천시 제일대학길 17 (덕월동, 순천제일대학) "
전문대학,숭의여자대학교,본교,서울,"서울특별시 중구 소파로2길 10 (예장동, 숭의여자대학) "
전문대학,신구대학교,본교,경기,"경기도 성남시 중원구 광명로 377 (금광동, 신구대학) "
전문대학,신성대학교,본교,충남,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교) "
전문대학,신안산대학교,본교,경기,"경기도 안산시 단원구 신안산대학로 135 (초지동, 신안산대학교) "
전문대학,안산대학교,본교,경기,"경기도 안산시 상록구 안산대학로 155 (일동, 안산대학교) "
전문대학,동원과학기술대학교,본교,경남,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교) "
전문대학,여주대학교,본교,경기,"경기도 여주시 세종로 338 (교동, 여주대학교) "
전문대학,연암대학교,본교,충남,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학) "
전문대학,영남이공대학교,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남이공대학) "
전문대학,강릉영동대학교,본교,강원,"강원도 강릉시 공제로 357 (홍제동, 강릉영동대학) "
전문대학,세경대학교,본교,강원,"강원도 영월군 영월읍 하송로 197 (하송리, 세경대학) "
전문대학,영진전문대학교,본교,대구,"대구광역시 북구 복현로 35 (복현동, 영진전문대학) "
전문대학,용인예술과학대학교,본교,경기,"경기도 용인시 처인구 동부로 61 (마평동, 용인송담대학교) "
전문대학,울산과학대학교,본교,울산,"울산광역시 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스) "
전문대학,한국영상대학교,본교,세종,"세종특별자치시 장군면 대학길 300 (금암리, 한국영상대학) "
전문대학,원광보건대학교,본교,전북,"전라북도 익산시 익산대로 514 (신용동, 원광보건대학) "
전문대학,유한대학교,본교,경기,"경기도 부천시 소사구 경인로 590 (괴안동, 유한대학) "
전문대학,인덕대학교,본교,서울,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학) "
전문대학,장안대학교,본교,경기,"경기도 화성시 봉담읍 삼천병마로 1182 (상리, 장안대학) "
전문대학,전남과학대학교,본교,전남,전라남도 곡성군 옥과면 대학로 113 (옥과리) 
전문대학,전주비전대학교,본교,전북,"전라북도 전주시 완산구 천잠로 235 (효자동2가, 전주비전대학) "
전문대학,전북과학대학교,본교,전북,"전라북도 정읍시 정읍사로 509 (시기동, 전북과학대학) "
전문대학,제주관광대학교,본교,제주,"제주특별자치도 제주시 애월읍 평화로 2715 (광령리, 제주관광대학) "
전문대학,조선이공대학교,본교,광주,광주광역시 동구 조선이공대길 11(서석동) 조선이공대학교 
전문대학,충북보건과학대학교,본교,충북,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교) "
전문대학,진주보건대학교,본교,경남,"경상남도 진주시 의병로 51 (상봉동, 진주보건대학) "
전문대학,창신대학,본교,경남,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학) "
전문대학,창원문성대학교,본교,경남,경상남도 창원시 성산구 충혼로 91(두대동) 
전문대학,백석문화대학교,본교,충남,충청남도 천안시 동남구 백석대학로 1 (안서동) 
전문대학,청강문화산업대학교,본교,경기,"경기도 이천시 마장면 청강가창로 389-94 (해월리, 청강문화산업대학) "
전문대학,춘해보건대학교,본교,울산,"울산광역시 울주군 웅촌면 대학길 9 (곡천리, 춘해보건대학) "
전문대학,대덕대학교,본교,대전,"대전광역시 유성구 가정북로 68 (장동, 대덕대학) "
전문대학,충청대학교,본교,충북,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학) "
전문대학,강원관광대학교,본교,강원,"강원도 태백시 대학길 97 (황지동, 강원관광대학) "
전문대학,국제대학교,본교,경기,"경기도 평택시 장안웃길 56 (장안동, 국제대학교) "
전문대학,선린대학교,본교,경북,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학) "
전문대학,한림성심대학교,본교,강원,"강원도 춘천시 동면 장학길 48 (장학리, 한림성심대학교) "
전문대학,한양여자대학교,본교,서울,"서울특별시 성동구 살곶이길 200 (사근동, 한양여자대학) "
전문대학,한영대학교,본교,전남,"전라남도 여수시 장군산길 18-43 (여서동, 한영대학) "
전문대학,혜전대학교,본교,충남,충청남도 홍성군 홍성읍 대학1길 19 
전문대학,경기과학기술대학교,본교,경기,"경기도 시흥시 경기과기대로 269 (정왕동, 경기과학기술대학교) "
전문대학,부산예술대학교,본교,부산,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학) "
전문대학,전남도립대학교,본교,전남,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학) "
전문대학,송호대학교,본교,강원,"강원도 횡성군 횡성읍 남산로 210 (남산리, 송호대학교) "
전문대학,한국관광대학교,본교,경기,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학) "
전문대학,서정대학교,본교,경기,경기도 양주시 은현면 서정로 27 
전문대학,송곡대학교,본교,강원,"강원도 춘천시 남산면 송곡대학길 34 (창촌리, 송곡대학교) "
전문대학,웅지세무대학교,본교,경기,"경기도 파주시 탄현면 웅지로144번길 73 (금승리, 웅지세무대학) "
전문대학,김해대학교,본교,경남,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교) "
전문대학,한국승강기대학교,본교,경남,"경상남도 거창군 거창읍 운정1길 120 (송정리, 한국승강기대학) "
전문대학,영진사이버대학교,본교,대구,"대구광역시 북구 복현로 35 (복현동, 영진전문대학) "
전문대학,한국복지사이버대학,본교,경북,경상북도 경산시 남천면 남천로 746-10 (협석리) 
전문대학,한국골프대학교,본교,강원,강원도 횡성군 우천면 하대5길 109 한국골프대학교
전문대학,ICT폴리텍대학,본교,경기,경기도 광주시 순암로 16-26 (역동) ICT폴리텍대학
전문대학,한국폴리텍 I 대학 서울정수캠퍼스,본교,서울,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스) "
전문대학,한국폴리텍 I 대학 서울강서캠퍼스,본교,서울,"서울특별시 강서구 우장산로10길 112 (화곡동, 한국폴리텍Ⅰ서울강서대학) "
전문대학,한국폴리텍 I 대학 성남캠퍼스,본교,경기,"경기도 성남시 수정구 수정로 398 (산성동, 한국폴리텍I대학성남캠퍼스) "
전문대학,한국폴리텍 II 대학 인천캠퍼스,본교,인천,"인천광역시 부평구 무네미로448번길 56 (구산동, 한국폴리텍Ⅱ대학) "
전문대학,한국폴리텍 II 대학 남인천캠퍼스,본교,인천,"인천광역시 남구 염전로333번길 23 (주안동, 한국폴리텍Ⅱ대학(남인천캠퍼스)) "
전문대학,한국폴리텍 III 대학 춘천캠퍼스,본교,강원,"강원도 춘천시 동산면 영서로 1290-31 (원창리, 한국폴리텍Ⅲ대학) "
전문대학,한국폴리텍 III 대학 강릉캠퍼스,본교,강원,"강원도 강릉시 남산초교길 121 (노암동, 한국폴리텍3대학) "
전문대학,한국폴리텍 IV 대학 대전캠퍼스,본교,대전,"대전광역시 동구 우암로 352-21 (가양동, 한국폴리텍IV대학) "
