학교구분,학교명,본분교,지역,주소
대학원,전북대학교 보건대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 산업기술대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 정보과학대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 행정대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 환경대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 법학전문대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 의학전문대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 치의학전문대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 생명자원과학대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,전북대학교 유연인쇄전자전문대학원,본교,전북,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교) "
대학원,제주대학교 대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 경영대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 교육대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 사회교육대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 산업대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 행정대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 법학전문대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,제주대학교 의학전문대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,창원대학교 대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 경영대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 교육대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 노동대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 보건대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 사회복지대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 행정대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,창원대학교 그린에너지대학원,본교,경남,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교) "
대학원,충남대학교 대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 경영대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 교육대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 보건대학원,본교,대전,대전광역시 중구 문화로 266(문화동) 충남대학교 보건대학원
대학원,충남대학교 산업대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 특허법무대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 행정대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 법학전문대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 평화안보대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 의학전문대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 분석과학기술대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 녹색에너지기술전문대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충남대학교 신약전문대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학원,충북대학교 대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 경영대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 교육대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 법무대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 산업대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 행정대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 법학전문대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,충북대학교 의학전문대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,한국교원대학교 대학원,본교,충북,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교) "
대학원,한국교원대학교 교육대학원,본교,충북,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교) "
대학원,한국교원대학교 교육정책전문대학원,본교,충북,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교) "
대학원,한국체육대학교 대학원,본교,서울,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교) "
대학원,한국체육대학교 교육대학원,본교,서울,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교) "
대학원,한국체육대학교 사회체육대학원,본교,서울,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교) "
대학원,한국해양대학교 대학원,본교,부산,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교) "
대학원,한국해양대학교 교육대학원,본교,부산,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교) "
대학원,한국해양대학교 해사산업대학원,본교,부산,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교) "
대학원,한국해양대학교 해양관리기술대학원,본교,부산,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교) "
대학원,한국교통대학교 대학원,본교,충북,"충청북도 충주시 대소원면 대학로 50 (검단리, 한국교통대학교) "
대학원,한국교통대학교 경영행정대학원,본교,충북,"충청북도 충주시 대소원면 대학로 50 (검단리, 한국교통대학교) "
대학원,한국교통대학교 교육대학원,본교,충북,"충청북도 충주시 대소원면 대학로 50 (검단리, 한국교통대학교) "
대학원,한국교통대학교 인문대학원,본교,충북,"충청북도 충주시 대소원면 대학로 50 (검단리, 한국교통대학교) "
대학원,경남과학기술대학교 대학원,본교,경남,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교) "
대학원,경남과학기술대학교 창업대학원,본교,경남,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교) "
대학원,서울과학기술대학교 일반대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학원,서울과학기술대학교 산업대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학원,서울과학기술대학교 철도전문대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학원,서울과학기술대학교 IT정책전문대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학원,서울과학기술대학교 에너지환경대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학원,한경국립대학교 일반대학원,본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
대학원,한경국립대학교 산업대학원,본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
대학원,한경국립대학교 국제개발협력대학원,본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
대학원,한밭대학교 일반대학원,본교,대전,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교) "
대학원,한밭대학교 산업대학원,본교,대전,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교) "
대학원,한밭대학교 정보통신전문대학원,본교,대전,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교) "
대학원,한밭대학교 창업경영대학원,본교,대전,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교) "
대학원,서울시립대학교 대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 경영대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 교육대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 과학기술대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 디자인전문대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 도시과학대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 법학전문대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,서울시립대학교 세무전문대학원,본교,서울,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) "
대학원,가톨릭대학교 일반대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 일반대학원,제3캠퍼스,서울,"서울특별시 종로구 창경궁로 296-12 (혜화동, 가톨릭대학교성신교정) "
대학원,가톨릭대학교 대학원,본교,경기,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정) "
대학원,가톨릭대학교 경영대학원,본교,경기,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 교육대학원,본교,경기,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정) "
대학원,가톨릭대학교 교회음악대학원,제3캠퍼스,서울,"서울특별시 종로구 창경궁로 296-12 (혜화동, 가톨릭대학교성신교정) "
대학원,가톨릭대학교 보건대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 사회복지대학원,본교,경기,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 행정대학원,본교,경기,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 의료경영대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 임상치과학대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 임상간호대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 문화영성대학원,본교,경기,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 상담심리대학원,본교,경기,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 의학전문대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,가톨릭대학교 생명대학원,제2캠퍼스,서울,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,감리교신학대학교 대학원,본교,서울,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학) "
대학원,감리교신학대학교 목회신학대학원,본교,서울,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학) "
대학원,감리교신학대학교 신학대학원,본교,서울,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학) "
대학원,강남대학교 대학원,본교,경기,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) "
대학원,강남대학교 교육대학원,본교,경기,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) "
대학원,강남대학교 사회복지전문대학원,본교,경기,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) "
대학원,강남대학교 실천신학대학원,본교,경기,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) "
대학원,건국대학교(글로컬) 일반대학원,분교,충북,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) "
대학원,건국대학교 일반대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 경영대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교(글로컬) 교육대학원,분교,충북,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) "
대학원,건국대학교 교육대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 농축대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 디자인대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교(글로컬) 사회과학대학원,분교,충북,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) "
대학원,건국대학교 산업대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 언론홍보대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 정보통신대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 행정대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 건축전문대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 부동산대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 경영전문대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교 법학전문대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,건국대학교(글로컬) 의학전문대학원,분교,충북,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) "
대학원,건양대학교 보건복지대학원,제2캠퍼스,대전,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원) "
대학원,건양대학교 국방관리대학원,본교,충남,"충청남도 논산시 대학로 121 (내동, 건양대학교) "
대학원,건양대학교 경영사회복지대학원,본교,충남,"충청남도 논산시 대학로 121 (내동, 건양대학교) "
대학원,경기대학교 일반대학원,본교,경기,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 건축대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 교육대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 문화예술대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 사회복지대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 산업정보대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 조형대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 행정대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 건축전문대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 관광전문대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 서비스경영전문대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 스포츠과학대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 대체의학대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 정치전문대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 국제ㆍ문화대학원,본교,서울,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) "
대학원,경기대학교 미술・디자인대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 건설・산업대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경남대학교 대학원,본교,경남,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교) "
대학원,경남대학교 교육대학원,본교,경남,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교) 교육대학원 교학행정실"
대학원,경남대학교 행정대학원,본교,경남,"경상남도 창원시 마산합포구 문화남11길 41 (대내동, 경남대학교대학원관) 경상남도 창원시 마산합포구 경남대학로 7(월영동)"
대학원,대구한의대학교 대학원,본교,경북,경상북도 경산시 한의대로 1(유곡동) 
대학원,대구한의대학교 사회개발대학원,본교,경북,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교) "
대학원,대구한의대학교 한방산업대학원,본교,경북,경상북도 경산시 한의대로 1(유곡동) 
대학원,경성대학교 일반대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,경성대학교 경영대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,경성대학교 교육대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,경성대학교 사회복지대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,경성대학교 임상약학대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,경성대학교 디지털디자인전문대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,경성대학교 멀티미디어대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,가천대학교 일반대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,가천대학교 경영대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,가천대학교 교육대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,가천대학교 보건대학원,본교,인천,인천광역시 연수구 함박뫼로 191 
대학원,가천대학교 사회정책대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,가천대학교 소프트웨어대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,가천대학교 간호대학원,본교,인천,인천광역시 연수구 함박뫼로 191 
대학원,가천대학교 특수치료대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,가천대학교 의학전문대학원,본교,인천,인천광역시 연수구 함박뫼로 191 
대학원,가천대학교 환경・디자인대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,경일대학교 일반대학원,본교,경북,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교) "
대학원,경일대학교 산업경영대학원,본교,경북,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교) "
대학원,경일대학교 산업대학원,본교,경북,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교) "
대학원,경일대학교 보건복지대학원,본교,경북,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교) "
대학원,경주대학교 일반대학원,본교,경북,"경상북도 경주시 태종로 188 (효현동, 경주대학교) "
대학원,경주대학교 교육대학원,본교,경북,"경상북도 경주시 태종로 188 (효현동, 경주대학교) "
대학원,경주대학교 산업경영대학원,본교,경북,"경상북도 경주시 태종로 188 (효현동, 경주대학교) "
대학원,경희대학교 대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 경영대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 관광대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 교육대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 국제대학원,본교,경기,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) "
대학원,경희대학교 국제법무대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 언론정보대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 테크노경영대학원,본교,경기,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) "
대학원,경희대학교 평화복지대학원,본교,경기,"경기도 남양주시 진접읍 광릉수목원로 195 (부평리, 경희대학교평화복지대학원) "
대학원,경희대학교 행정대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 체육대학원,본교,경기,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) "
대학원,경희대학교 NGO대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 동서의학대학원,본교,경기,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) "
대학원,경희대학교 아트퓨전디자인대학원,본교,경기,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) "
대학원,경희대학교 법학전문대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 의학전문대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 치의학전문대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,경희대학교 공공대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학원,계명대학교 대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,계명대학교 경영대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,계명대학교 교육대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,계명대학교 스포츠산업대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,계명대학교 연합신학대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,계명대학교 예술대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,계명대학교 정책대학원,본교,대구,"대구광역시 남구 명덕로 104 (대명동, 계명대학교) "
대학원,계명대학교 유아교육대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,고려대학교 대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교(세종) 일반대학원,분교,세종,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스) "
대학원,고려대학교(세종) 경영정보대학원,분교,세종,세종특별자치시 조치원읍 세종로 2511 
대학원,고려대학교 교육대학원,본교,서울,서울특별시 성북구 안암로 145 (안암동5가) 서울캠퍼스(인문사회계)
대학원,고려대학교 국제대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 노동대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 법무대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 보건대학원,본교,서울,서울특별시 성북구 고려대로 73 (안암동5가) 고려대학교 보건대학원 의대본관4층 415호
대학원,고려대학교 언론대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) 미디어관 201호"
대학원,고려대학교(세종) 인문정보대학원,분교,세종,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스) "
대학원,고려대학교 정책대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교(세종) 행정대학원,분교,세종,세종특별자치시 조치원읍 세종로 2511 
대학원,고려대학교 임상치의학대학원,본교,서울,서울특별시 성북구 고려대로 73(안암동5가) 고려대학교 의과대학 본관 4층 415호 임상치의학대학원
대학원,고려대학교 컴퓨터정보통신대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교(세종) 의용과학대학원,분교,세종,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스) "
대학원,고려대학교 정보보호대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 경영전문대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 공학대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 법학전문대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 생명환경과학대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 의학전문대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 정보경영공학전문대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 융합소프트웨어전문대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 그린스쿨(에너지환경정책기술대학원),본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계)) "
대학원,고려대학교 기술경영전문대학원,본교,서울,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스) 창의관 201호"
대학원,고신대학교 대학원,본교,부산,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교) "
대학원,고신대학교 교육대학원,본교,부산,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교) "
대학원,고신대학교 교회음악대학원,본교,부산,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교) "
대학원,고신대학교 보건대학원,본교,부산,"부산광역시 서구 감천로 262 (암남동, 고신대학교의과대학, 고신대학교복음병원) "
대학원,고신대학교 신학대학원,본교,충남,충청남도 천안시 동남구 충절로 535-33 (삼룡동) 
